Year,League,FranchiseID,name,Division,W,L,DivWin,WCWin,LgWin,WSWin,R,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ERA,CG,SHO,SV,HA,HRA,BBA,SOA,E,DP,FP,Playoffs,Win %
2003,NL,SFG,San Francisco Giants,W,100,61,Y,N,N,N,755,1440,281,29,180,593.0,980.0,53.0,37.0,40.0,39.0,638,3.73,7,10,43,1349,136,546,1006,80,163,0.987,1,0.621
2003,NL,STL,St. Louis Cardinals,C,85,77,N,N,N,N,876,1580,342,32,196,580.0,952.0,82.0,32.0,73.0,54.0,796,4.6,9,10,41,1544,210,508,969,77,138,0.987,0,0.525
2003,AL,TBD,Tampa Bay Devil Rays,E,63,99,N,N,N,N,715,1501,298,38,137,420.0,1030.0,142.0,42.0,56.0,50.0,852,4.93,7,7,30,1454,196,639,877,103,158,0.983,0,0.389
2003,AL,TEX,Texas Rangers,W,71,91,N,N,N,N,826,1506,274,36,239,488.0,1052.0,65.0,25.0,75.0,42.0,969,5.67,4,3,43,1625,208,603,1009,94,168,0.985,0,0.438
2003,AL,TOR,Toronto Blue Jays,E,86,76,N,N,N,N,894,1580,357,33,190,546.0,1081.0,37.0,25.0,90.0,56.0,826,4.69,14,6,35,1560,184,485,984,117,161,0.981,0,0.531
2004,AL,ANA,Anaheim Angels,W,92,70,Y,N,N,N,836,1603,272,37,162,450.0,942.0,143.0,46.0,73.0,41.0,734,4.28,2,11,50,1476,170,502,1164,90,126,0.985,1,0.568
2004,NL,ARI,Arizona Diamondbacks,W,51,111,N,N,N,N,615,1401,295,38,135,441.0,1022.0,53.0,32.0,35.0,37.0,899,4.98,5,6,33,1480,197,668,1153,139,144,0.977,0,0.315
2004,NL,ATL,Atlanta Braves,E,96,66,Y,N,N,N,803,1503,304,37,178,587.0,1158.0,86.0,32.0,59.0,48.0,668,3.74,4,13,48,1475,154,523,1025,116,171,0.981,1,0.593
2004,AL,BAL,Baltimore Orioles,E,78,84,N,N,N,N,842,1614,319,18,169,528.0,949.0,101.0,41.0,57.0,62.0,830,4.7,8,10,27,1488,159,687,1090,110,161,0.982,0,0.481
2004,AL,BOS,Boston Red Sox,E,98,64,N,Y,Y,Y,949,1613,373,25,222,659.0,1189.0,68.0,30.0,69.0,55.0,768,4.18,4,12,36,1430,159,447,1132,118,129,0.981,1,0.605
2004,AL,CHW,Chicago White Sox,C,83,79,N,N,N,N,865,1481,284,19,242,499.0,1030.0,78.0,51.0,63.0,42.0,831,4.91,8,8,34,1505,224,527,1013,100,167,0.984,0,0.512
2004,NL,CHC,Chicago Cubs,C,89,73,N,N,N,N,789,1508,308,29,235,489.0,1080.0,66.0,28.0,38.0,48.0,665,3.81,3,6,42,1363,169,545,1346,86,126,0.986,0,0.549
2004,NL,CIN,Cincinnati Reds,C,76,86,N,N,N,N,750,1380,287,28,194,599.0,1335.0,77.0,25.0,81.0,25.0,907,5.19,5,8,47,1595,236,572,992,113,123,0.981,0,0.469
2004,AL,CLE,Cleveland Indians,C,80,82,N,N,N,N,858,1565,345,29,184,606.0,1009.0,94.0,55.0,78.0,42.0,857,4.81,8,8,32,1553,201,579,1115,106,152,0.983,0,0.494
2004,NL,COL,Colorado Rockies,W,68,94,N,N,N,N,833,1531,331,34,202,568.0,1181.0,44.0,33.0,54.0,37.0,923,5.54,3,2,36,1634,198,697,947,89,161,0.986,0,0.42
2004,AL,DET,Detroit Tigers,C,72,90,N,N,N,N,827,1531,284,54,201,518.0,1144.0,86.0,50.0,50.0,43.0,844,4.93,7,9,35,1542,190,530,995,144,160,0.977,0,0.444
2004,NL,FLA,Florida Marlins,E,83,79,N,N,N,N,718,1447,275,32,148,499.0,968.0,96.0,43.0,58.0,40.0,700,4.1,6,14,53,1395,166,513,1116,86,153,0.986,0,0.512
2004,NL,HOU,Houston Astros,C,92,70,N,Y,N,N,803,1458,294,36,187,590.0,999.0,89.0,30.0,61.0,52.0,698,4.05,2,13,47,1416,174,525,1282,101,136,0.983,1,0.568
2004,AL,KCR,Kansas City Royals,C,58,104,N,N,N,N,720,1432,261,29,150,461.0,1057.0,67.0,48.0,76.0,38.0,905,5.15,6,3,25,1638,208,518,887,131,169,0.978,0,0.358
2004,NL,LAD,Los Angeles Dodgers,W,93,69,Y,N,N,N,761,1450,226,30,203,536.0,1092.0,102.0,41.0,62.0,35.0,684,4.01,2,6,51,1386,178,521,1066,73,145,0.988,1,0.574
2004,NL,MIL,Milwaukee Brewers,C,67,94,N,N,N,N,634,1358,295,32,135,540.0,1312.0,138.0,40.0,68.0,40.0,757,4.24,6,10,42,1440,164,476,1098,117,132,0.981,0,0.416
2004,AL,MIN,Minnesota Twins,C,92,70,Y,N,N,N,780,1494,310,24,191,513.0,982.0,116.0,46.0,64.0,40.0,715,4.03,4,9,48,1523,167,431,1123,101,158,0.984,1,0.568
2004,NL,WSN,Montreal Expos,E,67,95,N,N,N,N,635,1361,276,27,151,496.0,925.0,109.0,38.0,35.0,33.0,769,4.33,11,11,31,1477,191,582,1032,99,172,0.984,0,0.414
2004,AL,NYY,New York Yankees,E,101,61,Y,N,N,N,897,1483,281,20,242,670.0,982.0,84.0,33.0,80.0,50.0,808,4.69,1,5,59,1532,182,445,1058,99,148,0.984,1,0.623
2004,NL,NYM,New York Mets,E,71,91,N,N,N,N,684,1376,289,20,185,512.0,1159.0,107.0,23.0,61.0,34.0,731,4.09,2,6,31,1452,156,592,977,137,144,0.978,0,0.438
2004,AL,OAK,Oakland Athletics,W,91,71,N,N,N,N,793,1545,336,15,189,608.0,1061.0,47.0,22.0,55.0,43.0,742,4.17,10,8,35,1466,164,544,1034,91,172,0.986,0,0.562
2004,NL,PHI,Philadelphia Phillies,E,86,76,N,N,N,N,840,1505,303,23,215,645.0,1133.0,100.0,27.0,58.0,46.0,781,4.45,4,5,43,1488,214,502,1070,81,142,0.987,0,0.531
2004,NL,PIT,Pittsburgh Pirates,C,72,89,N,N,N,N,680,1428,267,39,142,415.0,1066.0,63.0,40.0,95.0,42.0,744,4.29,3,8,46,1451,149,576,1079,103,189,0.983,0,0.447
2004,NL,SDP,San Diego Padres,W,87,75,N,N,N,N,768,1521,304,32,139,566.0,910.0,52.0,25.0,56.0,66.0,705,4.03,3,8,44,1460,184,422,1079,108,146,0.982,0,0.537
2004,AL,SEA,Seattle Mariners,W,63,99,N,N,N,N,698,1544,276,20,136,492.0,1058.0,110.0,42.0,54.0,48.0,823,4.76,7,7,28,1498,212,575,1036,103,140,0.983,0,0.389
2004,NL,SFG,San Francisco Giants,W,91,71,N,N,N,N,850,1500,314,33,183,705.0,874.0,43.0,23.0,72.0,51.0,770,4.29,8,8,46,1481,161,548,1020,101,153,0.984,0,0.562
2004,NL,STL,St. Louis Cardinals,C,105,57,Y,N,Y,N,855,1544,319,24,214,548.0,1085.0,111.0,47.0,51.0,70.0,659,3.75,4,12,57,1378,169,440,1041,97,154,0.985,1,0.648
2004,AL,TBD,Tampa Bay Devil Rays,E,70,91,N,N,N,N,714,1416,278,46,145,469.0,944.0,132.0,42.0,55.0,56.0,842,4.81,3,5,35,1459,192,580,923,119,139,0.98,0,0.435
2004,AL,TEX,Texas Rangers,W,89,73,N,N,N,N,860,1492,323,34,227,500.0,1099.0,69.0,36.0,61.0,57.0,794,4.53,5,9,52,1536,182,547,979,117,152,0.981,0,0.549
2004,AL,TOR,Toronto Blue Jays,E,67,94,N,N,N,N,719,1438,290,34,145,513.0,1083.0,58.0,31.0,71.0,42.0,823,4.91,6,11,37,1505,181,608,956,91,150,0.985,0,0.416
2005,NL,ARI,Arizona Diamondbacks,W,77,85,N,N,N,N,696,1419,291,27,191,606.0,1094.0,67.0,26.0,55.0,45.0,856,4.84,6,10,45,1580,193,537,1038,94,159,0.985,0,0.475
2005,NL,ATL,Atlanta Braves,E,90,72,Y,N,N,N,769,1453,308,37,184,534.0,1084.0,92.0,32.0,45.0,46.0,674,3.98,8,12,38,1487,145,520,929,86,170,0.986,1,0.556
2005,AL,BAL,Baltimore Orioles,E,74,88,N,N,N,N,729,1492,296,27,189,447.0,902.0,83.0,37.0,54.0,42.0,800,4.56,2,9,38,1458,180,580,1052,107,154,0.982,0,0.457
2005,AL,BOS,Boston Red Sox,E,95,67,N,Y,N,N,910,1579,339,21,199,653.0,1044.0,45.0,12.0,47.0,63.0,805,4.74,6,8,38,1550,164,440,959,109,135,0.982,1,0.586
2005,AL,CHW,Chicago White Sox,C,99,63,Y,N,Y,Y,741,1450,253,23,200,435.0,1002.0,137.0,67.0,79.0,49.0,645,3.61,9,10,54,1392,167,459,1040,94,166,0.985,1,0.611
2005,NL,CHC,Chicago Cubs,C,79,83,N,N,N,N,703,1506,323,23,194,419.0,920.0,65.0,39.0,50.0,37.0,714,4.19,8,10,39,1357,186,576,1256,101,136,0.983,0,0.488
2005,NL,CIN,Cincinnati Reds,C,73,89,N,N,N,N,820,1453,335,15,222,611.0,1303.0,72.0,23.0,62.0,39.0,889,5.15,2,1,31,1657,219,492,955,104,133,0.983,0,0.451
2005,AL,CLE,Cleveland Indians,C,93,69,N,N,N,N,790,1522,337,30,207,503.0,1093.0,62.0,36.0,54.0,50.0,642,3.61,6,10,51,1363,157,413,1050,106,156,0.983,0,0.574
2005,NL,COL,Colorado Rockies,W,67,95,N,N,N,N,740,1477,280,34,150,509.0,1103.0,65.0,32.0,64.0,34.0,862,5.13,4,4,37,1600,175,604,981,118,158,0.981,0,0.414
2005,AL,DET,Detroit Tigers,C,71,91,N,N,N,N,723,1521,283,45,168,384.0,1038.0,66.0,28.0,53.0,52.0,787,4.51,7,2,37,1504,193,461,907,110,171,0.982,0,0.438
2005,NL,FLA,Florida Marlins,E,83,79,N,N,N,N,717,1499,306,32,128,512.0,918.0,96.0,38.0,67.0,50.0,732,4.16,14,15,42,1459,116,563,1125,103,177,0.983,0,0.512
2005,NL,HOU,Houston Astros,C,89,73,N,Y,Y,N,693,1400,281,32,161,481.0,1037.0,115.0,44.0,72.0,42.0,609,3.51,6,11,45,1336,155,440,1164,89,146,0.985,1,0.549
2005,AL,KCR,Kansas City Royals,C,56,106,N,N,N,N,701,1445,289,34,126,424.0,1008.0,53.0,33.0,63.0,50.0,935,5.49,4,4,25,1640,178,580,924,125,163,0.979,0,0.346
2005,AL,ANA,Los Angeles Angels of Anaheim,W,95,67,Y,N,N,N,761,1520,278,30,147,447.0,848.0,161.0,57.0,29.0,39.0,643,3.68,7,11,54,1419,158,443,1126,87,139,0.986,1,0.586
2005,NL,LAD,Los Angeles Dodgers,W,71,91,N,N,N,N,685,1374,284,21,149,541.0,1094.0,58.0,35.0,67.0,33.0,755,4.38,6,9,40,1434,182,471,1004,106,141,0.983,0,0.438
2005,NL,MIL,Milwaukee Brewers,C,81,81,N,N,N,N,726,1413,327,19,175,531.0,1162.0,79.0,34.0,73.0,38.0,697,3.97,7,6,46,1382,169,569,1173,119,139,0.98,0,0.5
2005,AL,MIN,Minnesota Twins,C,83,79,N,N,N,N,688,1441,269,32,134,485.0,978.0,102.0,44.0,59.0,42.0,662,3.71,9,8,44,1458,169,348,965,102,171,0.984,0,0.512
2005,AL,NYY,New York Yankees,E,95,67,Y,N,N,N,886,1552,259,16,229,637.0,989.0,84.0,27.0,73.0,43.0,789,4.52,8,14,46,1495,164,463,985,95,151,0.984,1,0.586
2005,NL,NYM,New York Mets,E,83,79,N,N,N,N,722,1421,279,32,175,486.0,1075.0,153.0,40.0,48.0,38.0,648,3.76,8,11,38,1390,135,491,1012,106,146,0.983,0,0.512
2005,AL,OAK,Oakland Athletics,W,88,74,N,N,N,N,772,1476,310,20,155,537.0,819.0,31.0,22.0,52.0,40.0,658,3.69,9,12,38,1315,154,504,1075,88,166,0.986,0,0.543
2005,NL,PHI,Philadelphia Phillies,E,88,74,N,N,N,N,807,1494,282,35,167,639.0,1083.0,116.0,27.0,56.0,46.0,726,4.21,4,6,40,1379,189,487,1159,90,132,0.985,0,0.543
2005,NL,PIT,Pittsburgh Pirates,C,67,95,N,N,N,N,680,1445,292,38,139,471.0,1092.0,73.0,30.0,72.0,49.0,769,4.42,4,14,35,1456,162,612,958,117,193,0.981,0,0.414
2005,NL,SDP,San Diego Padres,W,82,80,Y,N,N,N,684,1416,269,39,130,600.0,977.0,99.0,44.0,49.0,48.0,726,4.13,4,8,45,1452,146,503,1133,109,136,0.982,1,0.506
2005,AL,SEA,Seattle Mariners,W,69,93,N,N,N,N,699,1408,289,34,130,466.0,986.0,102.0,47.0,48.0,37.0,751,4.49,6,7,39,1483,179,496,892,86,144,0.986,0,0.426
2005,NL,SFG,San Francisco Giants,W,75,87,N,N,N,N,649,1427,299,26,128,431.0,901.0,71.0,35.0,49.0,44.0,745,4.33,4,8,46,1456,151,592,972,90,146,0.985,0,0.463
2005,NL,STL,St. Louis Cardinals,C,100,62,Y,N,N,N,805,1494,287,26,170,534.0,947.0,83.0,36.0,62.0,35.0,634,3.49,15,14,48,1399,153,443,974,100,196,0.984,1,0.617
2005,AL,TBD,Tampa Bay Devil Rays,E,67,95,N,N,N,N,750,1519,289,40,157,412.0,990.0,151.0,49.0,69.0,51.0,936,5.39,1,4,43,1570,194,615,949,124,139,0.979,0,0.414
2005,AL,TEX,Texas Rangers,W,79,83,N,N,N,N,865,1528,311,29,260,495.0,1112.0,67.0,15.0,48.0,32.0,858,4.96,2,6,46,1589,159,522,932,108,149,0.982,0,0.488
2005,AL,TOR,Toronto Blue Jays,E,80,82,N,N,N,N,775,1480,307,39,136,486.0,955.0,72.0,35.0,89.0,56.0,705,4.06,9,8,35,1475,185,444,958,95,154,0.985,0,0.494
2005,NL,WSN,Washington Nationals,E,81,81,N,N,N,N,639,1367,311,32,117,491.0,1090.0,45.0,45.0,89.0,45.0,673,3.87,4,9,51,1456,140,539,997,92,156,0.985,0,0.5
2006,NL,ARI,Arizona Diamondbacks,W,76,86,N,N,N,N,773,1506,331,38,160,504.0,965.0,76.0,30.0,67.0,53.0,788,4.48,8,9,34,1503,168,536,1115,104,172,0.983,0,0.469
2006,NL,ATL,Atlanta Braves,E,79,83,N,N,N,N,849,1510,312,26,222,526.0,1169.0,52.0,35.0,52.0,44.0,805,4.6,6,6,38,1529,183,572,1049,99,146,0.984,0,0.488
2006,AL,BAL,Baltimore Orioles,E,70,92,N,N,N,N,768,1556,288,20,164,474.0,878.0,121.0,32.0,73.0,41.0,899,5.35,5,9,35,1579,216,613,1016,102,156,0.983,0,0.432
2006,AL,BOS,Boston Red Sox,E,86,76,N,N,N,N,820,1510,327,16,192,672.0,1056.0,51.0,23.0,66.0,56.0,825,4.83,3,6,46,1570,181,509,1070,66,174,0.989,0,0.531
2006,AL,CHW,Chicago White Sox,C,90,72,N,N,N,N,868,1586,291,20,236,502.0,1056.0,93.0,48.0,58.0,57.0,794,4.61,5,11,46,1534,200,433,1012,90,145,0.985,0,0.556
2006,NL,CHC,Chicago Cubs,C,66,96,N,N,N,N,716,1496,271,46,166,395.0,928.0,121.0,49.0,43.0,37.0,834,4.74,2,7,29,1396,210,687,1250,106,122,0.982,0,0.407
2006,NL,CIN,Cincinnati Reds,C,80,82,N,N,N,N,749,1419,291,12,217,614.0,1192.0,124.0,33.0,59.0,38.0,801,4.51,9,10,36,1576,213,464,1053,128,139,0.979,0,0.494
2006,AL,CLE,Cleveland Indians,C,78,84,N,N,N,N,870,1576,351,27,196,556.0,1204.0,55.0,23.0,54.0,43.0,782,4.41,13,13,24,1583,166,429,948,118,165,0.981,0,0.481
2006,NL,COL,Colorado Rockies,W,76,86,N,N,N,N,813,1504,325,54,157,561.0,1108.0,85.0,50.0,60.0,45.0,812,4.66,5,8,34,1549,155,553,952,91,190,0.985,0,0.469
2006,AL,DET,Detroit Tigers,C,95,67,N,Y,Y,N,822,1548,294,40,203,430.0,1133.0,60.0,40.0,45.0,36.0,675,3.84,3,16,46,1420,160,489,1003,106,162,0.983,1,0.586
2006,NL,FLA,Florida Marlins,E,78,84,N,N,N,N,758,1454,309,42,182,497.0,1249.0,110.0,58.0,74.0,42.0,772,4.37,6,6,41,1465,166,622,1088,126,166,0.979,0,0.481
2006,NL,HOU,Houston Astros,C,82,80,N,N,N,N,735,1407,275,27,174,585.0,1076.0,79.0,36.0,73.0,46.0,719,4.08,5,12,42,1425,182,480,1160,80,164,0.987,0,0.506
2006,AL,KCR,Kansas City Royals,C,62,100,N,N,N,N,757,1515,335,37,124,474.0,1040.0,65.0,34.0,64.0,48.0,971,5.65,3,5,35,1648,213,637,904,98,189,0.984,0,0.383
2006,AL,ANA,Los Angeles Angels of Anaheim,W,89,73,N,N,N,N,766,1539,309,29,159,486.0,914.0,148.0,57.0,42.0,53.0,732,4.04,5,12,50,1410,158,471,1164,124,154,0.979,0,0.549
2006,NL,LAD,Los Angeles Dodgers,W,88,74,N,Y,N,N,820,1552,307,58,153,601.0,959.0,128.0,49.0,51.0,48.0,751,4.23,1,10,40,1524,152,492,1068,115,174,0.982,1,0.543
2006,NL,MIL,Milwaukee Brewers,C,75,87,N,N,N,N,730,1400,301,20,180,502.0,1233.0,71.0,37.0,82.0,53.0,833,4.82,7,8,43,1454,177,514,1145,117,126,0.98,0,0.463
2006,AL,MIN,Minnesota Twins,C,96,66,Y,N,N,N,801,1608,275,34,143,490.0,872.0,101.0,42.0,50.0,55.0,683,3.95,1,6,40,1490,182,356,1164,84,135,0.986,1,0.593
2006,AL,NYY,New York Yankees,E,97,65,Y,N,N,N,930,1608,327,21,210,649.0,1053.0,139.0,35.0,72.0,49.0,767,4.41,5,8,43,1463,170,496,1019,104,145,0.983,1,0.599
2006,NL,NYM,New York Mets,E,97,65,Y,N,N,N,834,1469,323,41,200,547.0,1071.0,146.0,35.0,62.0,47.0,731,4.14,5,12,43,1402,180,527,1161,104,131,0.983,1,0.599
2006,AL,OAK,Oakland Athletics,W,93,69,Y,N,N,N,771,1429,266,22,175,650.0,976.0,61.0,20.0,50.0,56.0,727,4.21,5,11,54,1525,162,529,1003,84,173,0.986,1,0.574
2006,NL,PHI,Philadelphia Phillies,E,85,77,N,N,N,N,865,1518,294,41,216,626.0,1203.0,92.0,25.0,95.0,44.0,812,4.6,4,6,42,1561,211,512,1138,104,153,0.983,0,0.525
2006,NL,PIT,Pittsburgh Pirates,C,67,95,N,N,N,N,691,1462,286,17,141,459.0,1200.0,68.0,23.0,89.0,49.0,797,4.52,2,10,39,1545,156,620,1060,104,168,0.983,0,0.414
2006,NL,SDP,San Diego Padres,W,88,74,Y,N,N,N,731,1465,298,38,161,564.0,1104.0,123.0,31.0,40.0,47.0,679,3.87,4,11,50,1385,176,468,1097,92,138,0.985,1,0.543
2006,AL,SEA,Seattle Mariners,W,78,84,N,N,N,N,756,1540,266,42,172,404.0,974.0,106.0,37.0,63.0,38.0,792,4.6,6,6,47,1500,183,560,1067,88,150,0.985,0,0.481
2006,NL,SFG,San Francisco Giants,W,76,85,N,N,N,N,746,1418,297,52,163,494.0,891.0,58.0,25.0,53.0,37.0,790,4.63,7,9,37,1422,153,584,992,91,132,0.985,0,0.472
2006,NL,STL,St. Louis Cardinals,C,83,78,Y,N,Y,Y,781,1484,292,27,184,531.0,922.0,59.0,32.0,61.0,40.0,762,4.54,6,9,38,1475,193,504,970,98,170,0.984,1,0.516
2006,AL,TBD,Tampa Bay Devil Rays,E,61,101,N,N,N,N,689,1395,267,33,190,441.0,1106.0,134.0,52.0,47.0,43.0,856,4.96,3,7,33,1600,180,606,979,116,156,0.981,0,0.377
2006,AL,TEX,Texas Rangers,W,80,82,N,N,N,N,835,1571,357,23,183,505.0,1061.0,53.0,24.0,40.0,50.0,784,4.6,3,8,42,1558,162,496,972,98,174,0.984,0,0.494
2006,AL,TOR,Toronto Blue Jays,E,87,75,N,N,N,N,809,1591,348,27,199,514.0,906.0,65.0,33.0,63.0,52.0,754,4.37,6,6,42,1447,185,504,1076,99,157,0.984,0,0.537
2006,NL,WSN,Washington Nationals,E,71,91,N,N,N,N,746,1437,322,22,164,594.0,1156.0,123.0,62.0,69.0,49.0,872,5.03,1,3,32,1535,193,584,960,131,123,0.978,0,0.438
2007,NL,ARI,Arizona Diamondbacks,W,90,72,Y,N,N,N,712,1350,286,40,171,532.0,1111.0,109.0,24.0,57.0,58.0,732,4.13,7,12,51,1446,169,546,1088,106,157,0.983,1,0.556
2007,NL,ATL,Atlanta Braves,E,84,78,N,N,N,N,810,1562,328,27,176,534.0,1149.0,64.0,30.0,49.0,47.0,733,4.11,1,6,36,1442,172,537,1106,107,141,0.983,0,0.519
2007,AL,BAL,Baltimore Orioles,E,69,93,N,N,N,N,756,1529,306,30,142,500.0,939.0,144.0,42.0,47.0,47.0,868,5.17,4,9,30,1491,161,696,1087,79,155,0.987,0,0.426
2007,AL,BOS,Boston Red Sox,E,96,66,Y,N,Y,Y,867,1561,352,35,166,689.0,1042.0,96.0,24.0,64.0,54.0,657,3.87,5,13,45,1350,151,482,1149,81,145,0.986,1,0.593
2007,AL,CHW,Chicago White Sox,C,72,90,N,N,N,N,693,1341,249,20,190,532.0,1149.0,78.0,45.0,52.0,35.0,839,4.77,9,9,42,1556,174,499,1015,108,168,0.982,0,0.444
2007,NL,CHC,Chicago Cubs,C,85,77,Y,N,N,N,752,1530,340,28,151,500.0,1054.0,86.0,33.0,40.0,37.0,690,4.04,2,10,39,1340,165,573,1211,94,134,0.984,1,0.525
2007,NL,CIN,Cincinnati Reds,C,72,90,N,N,N,N,783,1496,293,23,204,536.0,1113.0,97.0,31.0,66.0,46.0,853,4.94,6,7,34,1605,198,482,1068,95,155,0.984,0,0.444
2007,AL,CLE,Cleveland Indians,C,96,66,Y,N,N,N,811,1504,305,27,178,590.0,1202.0,72.0,41.0,80.0,59.0,704,4.05,9,9,49,1519,146,410,1047,92,167,0.985,1,0.593
2007,NL,COL,Colorado Rockies,W,90,73,N,Y,Y,N,860,1591,313,36,171,622.0,1152.0,100.0,31.0,58.0,44.0,758,4.32,4,7,39,1497,164,504,967,68,180,0.989,1,0.552
2007,AL,DET,Detroit Tigers,C,88,74,N,N,N,N,887,1652,352,50,177,474.0,1054.0,103.0,30.0,56.0,45.0,797,4.57,1,9,44,1498,174,566,1047,99,148,0.984,0,0.543
2007,NL,FLA,Florida Marlins,E,71,91,N,N,N,N,790,1504,340,38,201,521.0,1332.0,105.0,34.0,82.0,42.0,891,4.94,0,4,40,1617,176,661,1142,137,159,0.977,0,0.438
2007,NL,HOU,Houston Astros,C,73,89,N,N,N,N,723,1457,293,30,167,547.0,1043.0,65.0,33.0,55.0,40.0,813,4.68,2,6,38,1566,206,510,1109,103,128,0.983,0,0.451
2007,AL,KCR,Kansas City Royals,C,69,93,N,N,N,N,706,1447,300,46,102,428.0,1069.0,78.0,44.0,89.0,47.0,778,4.48,2,6,36,1547,168,520,993,106,160,0.982,0,0.426
2007,AL,ANA,Los Angeles Angels of Anaheim,W,94,68,Y,N,N,N,822,1578,324,23,123,507.0,883.0,139.0,55.0,40.0,65.0,731,4.23,5,9,43,1480,151,477,1156,101,154,0.983,1,0.58
2007,NL,LAD,Los Angeles Dodgers,W,82,80,N,N,N,N,735,1544,276,35,129,511.0,864.0,137.0,50.0,41.0,55.0,727,4.2,4,6,43,1443,146,518,1184,114,160,0.981,0,0.506
2007,NL,MIL,Milwaukee Brewers,C,83,79,N,N,N,N,801,1455,310,37,231,501.0,1137.0,96.0,32.0,76.0,47.0,776,4.41,3,6,49,1513,161,507,1174,109,144,0.982,0,0.512
2007,AL,MIN,Minnesota Twins,C,79,83,N,N,N,N,718,1460,273,36,118,512.0,839.0,112.0,30.0,48.0,45.0,725,4.15,5,8,38,1505,185,420,1094,95,151,0.984,0,0.488
2007,AL,NYY,New York Yankees,E,94,68,N,Y,N,N,968,1656,326,32,201,637.0,991.0,123.0,40.0,78.0,54.0,777,4.49,1,5,34,1498,150,578,1009,88,174,0.985,1,0.58
2007,NL,NYM,New York Mets,E,88,74,N,N,N,N,804,1543,294,27,177,549.0,981.0,200.0,46.0,54.0,58.0,750,4.26,2,10,39,1415,165,570,1134,101,124,0.983,0,0.543
2007,AL,OAK,Oakland Athletics,W,76,86,N,N,N,N,741,1430,295,16,171,664.0,1119.0,52.0,20.0,49.0,56.0,758,4.28,4,9,36,1468,138,530,1036,90,153,0.985,0,0.469
2007,NL,PHI,Philadelphia Phillies,E,89,73,Y,N,N,N,892,1558,326,41,213,641.0,1205.0,138.0,19.0,90.0,52.0,821,4.73,5,5,42,1555,198,558,1050,89,162,0.986,1,0.549
2007,NL,PIT,Pittsburgh Pirates,C,68,94,N,N,N,N,724,1463,322,31,148,463.0,1135.0,68.0,30.0,71.0,51.0,846,4.93,4,5,32,1627,174,518,997,83,190,0.986,0,0.42
2007,NL,SDP,San Diego Padres,W,89,74,N,N,N,N,741,1408,322,31,171,557.0,1229.0,55.0,24.0,49.0,44.0,666,3.7,1,20,45,1406,119,474,1136,92,147,0.985,0,0.546
2007,AL,SEA,Seattle Mariners,W,88,74,N,N,N,N,794,1629,284,22,153,389.0,861.0,81.0,30.0,62.0,40.0,813,4.73,6,12,43,1578,147,546,1020,90,167,0.985,0,0.543
2007,NL,SFG,San Francisco Giants,W,71,91,N,N,N,N,683,1407,267,37,131,532.0,907.0,119.0,33.0,39.0,36.0,720,4.19,5,10,37,1442,133,593,1057,88,148,0.986,0,0.438
2007,NL,STL,St. Louis Cardinals,C,78,84,N,N,N,N,725,1513,279,13,141,506.0,909.0,56.0,33.0,54.0,54.0,829,4.65,2,8,34,1514,168,509,945,121,155,0.98,0,0.481
2007,AL,TBD,Tampa Bay Devil Rays,E,66,96,N,N,N,N,782,1500,291,36,187,545.0,1324.0,131.0,48.0,53.0,52.0,944,5.53,2,2,28,1649,199,568,1194,117,155,0.98,0,0.407
2007,AL,TEX,Texas Rangers,W,75,87,N,N,N,N,816,1460,298,36,179,503.0,1224.0,88.0,25.0,56.0,42.0,844,4.75,0,6,42,1525,155,668,976,124,179,0.98,0,0.463
2007,AL,TOR,Toronto Blue Jays,E,83,79,N,N,N,N,753,1434,344,24,165,533.0,1044.0,57.0,22.0,47.0,48.0,699,4.0,11,9,44,1383,157,479,1067,102,160,0.984,0,0.512
2007,NL,WSN,Washington Nationals,E,73,89,N,N,N,N,673,1415,309,31,123,524.0,1128.0,69.0,23.0,53.0,41.0,783,4.58,0,6,46,1502,187,580,931,109,153,0.982,0,0.451
2008,NL,ARI,Arizona Diamondbacks,W,82,80,N,N,N,N,720,1355,318,47,159,587.0,1287.0,58.0,23.0,49.0,43.0,706,3.98,6,9,39,1403,147,451,1229,113,137,0.981,0,0.506
2008,NL,ATL,Atlanta Braves,E,72,90,N,N,N,N,753,1514,316,33,130,618.0,1023.0,58.0,27.0,42.0,34.0,778,4.46,2,7,26,1439,156,586,1076,107,149,0.983,0,0.444
2008,AL,BAL,Baltimore Orioles,E,68,93,N,N,N,N,782,1486,322,30,172,533.0,990.0,81.0,37.0,42.0,48.0,869,5.13,4,4,35,1538,184,687,922,100,163,0.983,0,0.422
2008,AL,BOS,Boston Red Sox,E,95,67,N,Y,N,N,845,1565,353,33,173,646.0,1068.0,120.0,35.0,70.0,62.0,694,4.01,5,16,47,1369,147,548,1185,85,149,0.986,1,0.586
2008,AL,CHW,Chicago White Sox,C,89,74,Y,N,N,N,811,1458,296,13,235,540.0,1016.0,67.0,34.0,63.0,47.0,729,4.06,4,10,34,1471,156,460,1147,108,155,0.983,1,0.546
2008,NL,CHC,Chicago Cubs,C,97,64,Y,N,N,N,855,1552,329,21,184,636.0,1186.0,87.0,34.0,50.0,45.0,671,3.87,2,8,44,1329,160,548,1264,99,118,0.983,1,0.602
