Year,League,FranchiseID,name,Division,W,L,DivWin,WCWin,LgWin,WSWin,R,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ERA,CG,SHO,SV,HA,HRA,BBA,SOA,E,DP,FP,Playoffs,Win %
1999,AL,KCR,Kansas City Royals,C,64,97,N,N,N,N,856,1584,294,52,151,535.0,932.0,127.0,39.0,64.0,56.0,921,5.35,11,3,29,1607,202,643,831,125,188,0.98,0,0.398
1999,NL,LAD,Los Angeles Dodgers,W,77,85,N,N,N,N,793,1480,253,23,187,594.0,1030.0,167.0,68.0,52.0,51.0,787,4.45,8,6,37,1438,192,594,1077,137,137,0.978,0,0.475
1999,NL,MIL,Milwaukee Brewers,C,74,87,N,N,N,N,815,1524,299,30,165,658.0,1065.0,81.0,33.0,55.0,51.0,886,5.07,2,5,40,1618,213,616,987,127,146,0.979,0,0.46
1999,AL,MIN,Minnesota Twins,C,63,97,N,N,N,N,686,1450,285,30,105,500.0,978.0,118.0,60.0,49.0,56.0,845,5.0,13,8,34,1591,208,487,927,92,150,0.985,0,0.394
1999,NL,WSN,Montreal Expos,E,68,94,N,N,N,N,718,1473,320,47,163,438.0,939.0,70.0,51.0,53.0,28.0,853,4.69,6,4,44,1505,152,572,1043,160,125,0.974,0,0.42
1999,AL,NYY,New York Yankees,E,98,64,Y,N,Y,Y,900,1568,302,36,193,718.0,978.0,104.0,57.0,55.0,53.0,731,4.13,6,10,50,1402,158,581,1111,111,132,0.982,1,0.605
1999,NL,NYM,New York Mets,E,97,66,N,Y,N,N,853,1553,297,14,181,717.0,994.0,150.0,61.0,48.0,54.0,711,4.27,5,7,49,1372,167,617,1172,68,147,0.989,1,0.595
1999,AL,OAK,Oakland Athletics,W,87,75,N,N,N,N,893,1430,287,20,235,770.0,1129.0,70.0,37.0,71.0,41.0,846,4.69,6,5,48,1537,160,569,967,122,166,0.98,0,0.537
1999,NL,PHI,Philadelphia Phillies,E,77,85,N,N,N,N,841,1539,302,44,161,631.0,1081.0,125.0,35.0,46.0,41.0,846,4.92,11,6,32,1494,212,627,1030,100,144,0.983,0,0.475
1999,NL,PIT,Pittsburgh Pirates,C,78,83,N,N,N,N,775,1417,282,40,171,573.0,1197.0,112.0,44.0,60.0,45.0,782,4.33,8,3,34,1444,160,633,1083,147,179,0.976,0,0.484
1999,NL,SDP,San Diego Padres,W,74,88,N,N,N,N,710,1360,256,22,153,631.0,1169.0,174.0,67.0,35.0,40.0,781,4.47,5,6,43,1454,193,529,1078,129,151,0.979,0,0.457
1999,AL,SEA,Seattle Mariners,W,79,83,N,N,N,N,859,1499,263,21,244,610.0,1095.0,130.0,45.0,42.0,48.0,905,5.24,7,6,40,1613,191,684,980,113,182,0.981,0,0.488
1999,NL,SFG,San Francisco Giants,W,86,76,N,N,N,N,872,1507,307,18,188,696.0,1028.0,109.0,56.0,60.0,42.0,831,4.71,6,3,42,1486,194,655,1076,105,155,0.983,0,0.531
1999,NL,STL,St. Louis Cardinals,C,75,86,N,N,N,N,809,1461,274,27,194,613.0,1202.0,134.0,48.0,51.0,44.0,838,4.74,5,3,38,1519,161,667,1025,132,163,0.978,0,0.466
1999,AL,TBD,Tampa Bay Devil Rays,E,69,93,N,N,N,N,772,1531,272,29,145,544.0,1042.0,73.0,49.0,64.0,48.0,913,5.06,6,5,45,1606,172,695,1055,135,198,0.978,0,0.426
1999,AL,TEX,Texas Rangers,W,95,67,Y,N,N,N,945,1653,304,29,230,611.0,937.0,111.0,54.0,29.0,62.0,859,5.07,6,9,47,1626,186,509,979,119,169,0.981,1,0.586
1999,AL,TOR,Toronto Blue Jays,E,84,78,N,N,N,N,883,1580,337,14,212,578.0,1077.0,119.0,48.0,76.0,45.0,862,4.92,14,9,39,1582,191,575,1009,106,165,0.983,0,0.519
2000,AL,ANA,Anaheim Angels,W,82,80,N,N,N,N,864,1574,309,34,236,608.0,1024.0,93.0,52.0,47.0,43.0,869,5.0,5,3,46,1534,228,662,846,134,182,0.978,0,0.506
2000,NL,ARI,Arizona Diamondbacks,W,85,77,N,N,N,N,792,1466,282,44,179,535.0,975.0,97.0,44.0,59.0,58.0,754,4.35,16,8,38,1441,190,500,1220,107,138,0.982,0,0.525
2000,NL,ATL,Atlanta Braves,E,95,67,Y,N,N,N,810,1490,274,26,179,595.0,1010.0,148.0,56.0,59.0,45.0,714,4.05,13,9,53,1428,165,484,1093,129,138,0.979,1,0.586
2000,AL,BAL,Baltimore Orioles,E,74,88,N,N,N,N,794,1508,310,22,184,558.0,900.0,126.0,65.0,49.0,54.0,913,5.37,14,6,33,1547,202,665,1017,116,151,0.981,0,0.457
2000,AL,BOS,Boston Red Sox,E,85,77,N,N,N,N,792,1503,316,32,167,611.0,1019.0,43.0,30.0,42.0,48.0,745,4.23,7,12,46,1433,173,498,1121,109,120,0.982,0,0.525
2000,AL,CHW,Chicago White Sox,C,95,67,Y,N,N,N,978,1615,325,33,216,591.0,960.0,119.0,42.0,53.0,61.0,839,4.66,5,7,43,1509,195,614,1037,133,190,0.978,1,0.586
2000,NL,CHC,Chicago Cubs,C,65,97,N,N,N,N,764,1426,272,23,183,632.0,1120.0,93.0,37.0,54.0,45.0,904,5.25,10,5,39,1505,231,658,1143,100,139,0.983,0,0.401
2000,NL,CIN,Cincinnati Reds,C,85,77,N,N,N,N,825,1545,302,36,200,559.0,995.0,100.0,38.0,64.0,58.0,765,4.33,8,7,42,1446,190,659,1015,111,156,0.982,0,0.525
2000,AL,CLE,Cleveland Indians,C,90,72,N,N,N,N,950,1639,310,30,221,685.0,1057.0,113.0,34.0,51.0,52.0,816,4.84,6,5,34,1511,173,666,1213,72,147,0.988,0,0.556
2000,NL,COL,Colorado Rockies,W,82,80,N,N,N,N,968,1664,320,53,161,601.0,907.0,131.0,61.0,42.0,75.0,897,5.26,7,2,33,1568,221,588,1001,94,176,0.985,0,0.506
2000,AL,DET,Detroit Tigers,C,79,83,N,N,N,N,823,1553,307,41,177,562.0,982.0,83.0,38.0,43.0,49.0,827,4.71,6,6,44,1583,177,496,978,105,171,0.983,0,0.488
2000,NL,FLA,Florida Marlins,E,79,82,N,N,N,N,731,1441,274,29,160,540.0,1184.0,168.0,55.0,60.0,51.0,797,4.59,5,4,48,1477,169,650,1051,125,144,0.98,0,0.491
2000,NL,HOU,Houston Astros,C,72,90,N,N,N,N,938,1547,289,36,249,673.0,1129.0,114.0,52.0,83.0,61.0,944,5.42,8,2,30,1596,234,598,1064,133,149,0.978,0,0.444
2000,AL,KCR,Kansas City Royals,C,77,85,N,N,N,N,879,1644,281,27,150,511.0,840.0,121.0,35.0,48.0,70.0,930,5.48,10,6,29,1585,239,693,927,102,185,0.983,0,0.475
2000,NL,LAD,Los Angeles Dodgers,W,86,76,N,N,N,N,798,1408,265,28,211,668.0,1083.0,95.0,42.0,51.0,46.0,729,4.1,9,11,36,1379,176,600,1154,135,151,0.978,0,0.531
2000,NL,MIL,Milwaukee Brewers,C,73,89,N,N,N,N,740,1366,297,25,177,620.0,1245.0,72.0,44.0,61.0,49.0,826,4.63,2,7,29,1501,174,728,967,118,187,0.981,0,0.451
2000,AL,MIN,Minnesota Twins,C,69,93,N,N,N,N,748,1516,325,49,116,556.0,1021.0,90.0,45.0,35.0,51.0,880,5.14,6,4,35,1634,212,516,1042,102,155,0.983,0,0.426
2000,NL,WSN,Montreal Expos,E,67,95,N,N,N,N,738,1475,310,35,178,476.0,1048.0,58.0,48.0,29.0,34.0,902,5.13,4,7,39,1575,181,579,1011,132,151,0.978,0,0.414
2000,AL,NYY,New York Yankees,E,87,74,Y,N,Y,Y,871,1541,294,25,205,631.0,1007.0,99.0,48.0,57.0,50.0,814,4.76,9,6,40,1458,177,577,1040,109,132,0.981,1,0.54
2000,NL,NYM,New York Mets,E,94,68,N,Y,Y,N,807,1445,281,20,198,675.0,1037.0,66.0,46.0,45.0,51.0,738,4.16,8,10,49,1398,164,574,1164,118,121,0.98,1,0.58
2000,AL,OAK,Oakland Athletics,W,91,70,Y,N,N,N,947,1501,281,23,239,750.0,1159.0,40.0,15.0,52.0,44.0,813,4.58,7,11,43,1535,158,615,963,134,164,0.978,1,0.565
2000,NL,PHI,Philadelphia Phillies,E,65,97,N,N,N,N,708,1386,304,40,144,611.0,1117.0,102.0,30.0,44.0,37.0,830,4.77,8,6,34,1458,201,640,1123,100,136,0.983,0,0.401
2000,NL,PIT,Pittsburgh Pirates,C,69,93,N,N,N,N,793,1506,320,31,168,564.0,1032.0,86.0,40.0,66.0,37.0,888,4.94,5,7,27,1554,163,711,1070,132,169,0.979,0,0.426
2000,NL,SDP,San Diego Padres,W,76,86,N,N,N,N,752,1413,279,37,157,602.0,1177.0,131.0,53.0,46.0,43.0,815,4.52,5,5,46,1443,191,649,1071,141,155,0.977,0,0.469
2000,AL,SEA,Seattle Mariners,W,91,71,N,Y,N,N,907,1481,300,26,198,775.0,1073.0,122.0,56.0,48.0,61.0,780,4.49,4,10,44,1442,167,634,998,99,176,0.984,1,0.562
2000,NL,SFG,San Francisco Giants,W,97,65,Y,N,N,N,925,1535,304,44,226,709.0,1032.0,79.0,39.0,51.0,66.0,747,4.21,9,15,47,1452,151,623,1076,93,173,0.985,1,0.599
2000,NL,STL,St. Louis Cardinals,C,95,67,Y,N,N,N,887,1481,259,25,235,675.0,1253.0,87.0,51.0,84.0,53.0,771,4.38,10,7,37,1403,196,606,1100,111,148,0.981,1,0.586
2000,AL,TBD,Tampa Bay Devil Rays,E,69,92,N,N,N,N,733,1414,253,22,162,558.0,1022.0,90.0,46.0,51.0,40.0,842,4.86,10,8,38,1553,198,533,955,118,169,0.981,0,0.429
2000,AL,TEX,Texas Rangers,W,71,91,N,N,N,N,848,1601,330,35,173,580.0,922.0,69.0,47.0,39.0,48.0,974,5.52,3,4,39,1683,202,661,918,135,162,0.978,0,0.438
2000,AL,TOR,Toronto Blue Jays,E,83,79,N,N,N,N,861,1562,328,21,244,526.0,1026.0,89.0,34.0,60.0,34.0,908,5.14,15,4,37,1615,195,560,978,100,176,0.984,0,0.512
2001,AL,ANA,Anaheim Angels,W,75,87,N,N,N,N,691,1447,275,26,158,494.0,1001.0,116.0,52.0,77.0,53.0,730,4.2,6,1,43,1452,168,525,947,103,142,0.983,0,0.463
2001,NL,ARI,Arizona Diamondbacks,W,92,70,Y,N,Y,Y,818,1494,284,35,208,587.0,1052.0,71.0,38.0,57.0,36.0,677,3.87,12,13,34,1352,195,461,1297,84,148,0.986,1,0.568
2001,NL,ATL,Atlanta Braves,E,88,74,Y,N,N,N,729,1432,263,24,174,493.0,1039.0,85.0,46.0,45.0,52.0,643,3.59,5,13,41,1363,153,499,1133,103,133,0.983,1,0.543
2001,AL,BAL,Baltimore Orioles,E,63,98,N,N,N,N,687,1359,262,24,136,514.0,989.0,133.0,53.0,77.0,49.0,829,4.67,10,6,31,1504,194,528,938,125,137,0.979,0,0.391
2001,AL,BOS,Boston Red Sox,E,82,79,N,N,N,N,772,1493,316,29,198,520.0,1131.0,46.0,35.0,70.0,41.0,745,4.15,3,9,48,1412,146,544,1259,113,129,0.981,0,0.509
2001,AL,CHW,Chicago White Sox,C,83,79,N,N,N,N,798,1463,300,29,214,520.0,998.0,123.0,59.0,52.0,51.0,795,4.55,8,9,51,1465,181,500,921,118,149,0.981,0,0.512
2001,NL,CHC,Chicago Cubs,C,88,74,N,N,N,N,777,1409,268,32,194,577.0,1077.0,67.0,36.0,66.0,53.0,701,4.03,8,6,41,1357,164,550,1344,109,113,0.982,0,0.543
2001,NL,CIN,Cincinnati Reds,C,66,96,N,N,N,N,735,1464,304,22,176,468.0,1172.0,103.0,54.0,65.0,40.0,850,4.77,2,2,35,1572,198,515,943,138,136,0.978,0,0.407
2001,AL,CLE,Cleveland Indians,C,91,71,Y,N,N,N,897,1559,294,37,212,577.0,1076.0,79.0,41.0,69.0,62.0,821,4.64,3,4,42,1512,148,573,1218,107,137,0.982,1,0.562
2001,NL,COL,Colorado Rockies,W,73,89,N,N,N,N,923,1663,324,61,213,511.0,1027.0,132.0,54.0,61.0,50.0,906,5.29,8,8,26,1522,239,598,1058,96,167,0.984,0,0.451
2001,AL,DET,Detroit Tigers,C,66,96,N,N,N,N,724,1439,291,60,139,466.0,972.0,133.0,61.0,51.0,49.0,876,5.01,16,2,34,1624,180,553,859,131,164,0.979,0,0.407
2001,NL,FLA,Florida Marlins,E,76,86,N,N,N,N,742,1461,325,30,166,470.0,1145.0,89.0,40.0,67.0,45.0,744,4.32,5,11,32,1397,151,617,1119,103,174,0.983,0,0.469
2001,NL,HOU,Houston Astros,C,93,69,Y,N,N,N,847,1500,313,29,208,581.0,1119.0,64.0,49.0,89.0,56.0,769,4.37,7,6,48,1453,221,486,1228,110,138,0.982,1,0.574
2001,AL,KCR,Kansas City Royals,C,65,97,N,N,N,N,729,1503,277,37,152,406.0,898.0,100.0,42.0,44.0,47.0,858,4.87,5,1,30,1537,209,576,911,117,204,0.981,0,0.401
2001,NL,LAD,Los Angeles Dodgers,W,86,76,N,N,N,N,758,1399,264,27,206,519.0,1062.0,89.0,42.0,56.0,44.0,744,4.25,3,5,46,1387,184,524,1212,116,138,0.981,0,0.531
2001,NL,MIL,Milwaukee Brewers,C,68,94,N,N,N,N,740,1378,273,30,209,488.0,1399.0,66.0,36.0,72.0,35.0,806,4.64,3,8,28,1452,197,667,1057,103,156,0.983,0,0.42
2001,AL,MIN,Minnesota Twins,C,85,77,N,N,N,N,771,1514,328,38,164,495.0,1083.0,146.0,67.0,64.0,38.0,766,4.51,12,8,45,1494,192,445,965,108,118,0.982,0,0.525
2001,NL,WSN,Montreal Expos,E,68,94,N,N,N,N,670,1361,320,28,131,478.0,1071.0,101.0,51.0,60.0,45.0,812,4.68,5,11,28,1509,190,525,1103,108,139,0.982,0,0.42
2001,AL,NYY,New York Yankees,E,95,65,Y,N,Y,N,804,1488,289,20,203,519.0,1035.0,161.0,53.0,64.0,43.0,713,4.02,7,9,57,1429,158,465,1266,109,132,0.982,1,0.594
2001,NL,NYM,New York Mets,E,82,80,N,N,N,N,642,1361,273,18,147,545.0,1062.0,66.0,48.0,65.0,35.0,713,4.07,6,14,48,1418,186,438,1191,101,132,0.983,0,0.506
2001,AL,OAK,Oakland Athletics,W,102,60,N,Y,N,N,884,1469,334,22,199,640.0,1021.0,68.0,29.0,88.0,59.0,645,3.59,13,9,44,1384,153,440,1117,125,151,0.98,1,0.63
2001,NL,PHI,Philadelphia Phillies,E,86,76,N,N,N,N,746,1431,295,29,164,551.0,1125.0,153.0,47.0,43.0,61.0,719,4.15,8,7,47,1417,170,527,1086,91,145,0.985,0,0.531
2001,NL,PIT,Pittsburgh Pirates,C,62,100,N,N,N,N,657,1333,256,25,161,467.0,1106.0,93.0,73.0,67.0,35.0,858,5.05,8,9,36,1493,167,549,908,133,168,0.978,0,0.383
2001,NL,SDP,San Diego Padres,W,79,83,N,N,N,N,789,1379,273,26,161,678.0,1273.0,129.0,44.0,41.0,48.0,812,4.52,5,6,46,1519,219,476,1088,145,127,0.976,0,0.488
2001,AL,SEA,Seattle Mariners,W,116,46,Y,N,N,N,927,1637,310,38,169,614.0,989.0,174.0,42.0,62.0,70.0,627,3.54,8,14,56,1293,160,465,1051,83,137,0.986,1,0.716
2001,NL,SFG,San Francisco Giants,W,90,72,N,N,N,N,799,1493,304,40,235,625.0,1090.0,57.0,42.0,50.0,54.0,748,4.18,3,8,47,1437,145,579,1080,118,170,0.981,0,0.556
2001,NL,STL,St. Louis Cardinals,C,93,69,N,Y,N,N,814,1469,274,32,199,529.0,1089.0,91.0,35.0,65.0,50.0,684,3.93,8,11,38,1389,196,526,1083,110,156,0.982,1,0.574
2001,AL,TBD,Tampa Bay Devil Rays,E,62,100,N,N,N,N,672,1426,311,21,121,456.0,1116.0,115.0,52.0,54.0,25.0,887,4.94,1,6,30,1513,207,569,1030,139,144,0.977,0,0.383
2001,AL,TEX,Texas Rangers,W,73,89,N,N,N,N,890,1566,326,23,246,548.0,1093.0,97.0,32.0,75.0,55.0,968,5.71,4,3,37,1670,222,596,951,114,167,0.981,0,0.451
2001,AL,TOR,Toronto Blue Jays,E,80,82,N,N,N,N,767,1489,287,36,195,470.0,1094.0,156.0,55.0,74.0,43.0,753,4.28,7,10,41,1553,165,490,1041,97,184,0.985,0,0.494
2002,AL,ANA,Anaheim Angels,W,99,63,N,Y,Y,Y,851,1603,333,32,152,462.0,805.0,117.0,51.0,74.0,64.0,644,3.69,7,14,54,1345,169,509,999,87,151,0.986,1,0.611
2002,NL,ARI,Arizona Diamondbacks,W,98,64,Y,N,N,N,819,1471,283,41,165,643.0,1016.0,92.0,46.0,50.0,53.0,674,3.92,14,10,40,1361,170,421,1303,89,116,0.985,1,0.605
2002,NL,ATL,Atlanta Braves,E,101,59,Y,N,N,N,708,1428,280,25,164,558.0,1028.0,76.0,39.0,54.0,49.0,565,3.13,3,15,57,1302,123,554,1058,114,170,0.982,1,0.631
2002,AL,BAL,Baltimore Orioles,E,67,95,N,N,N,N,667,1353,311,27,165,452.0,993.0,110.0,48.0,64.0,49.0,773,4.46,8,3,31,1491,208,549,967,91,173,0.985,0,0.414
2002,AL,BOS,Boston Red Sox,E,93,69,N,N,N,N,859,1560,348,33,177,545.0,944.0,80.0,28.0,72.0,53.0,665,3.75,5,17,51,1339,146,430,1157,104,140,0.983,0,0.574
2002,AL,CHW,Chicago White Sox,C,81,81,N,N,N,N,856,1475,289,29,217,555.0,952.0,75.0,31.0,49.0,53.0,798,4.53,7,7,35,1422,190,528,945,97,157,0.984,0,0.5
2002,NL,CHC,Chicago Cubs,C,67,95,N,N,N,N,706,1351,259,29,200,585.0,1269.0,63.0,21.0,44.0,39.0,759,4.29,11,9,23,1373,167,606,1333,114,144,0.981,0,0.414
2002,NL,CIN,Cincinnati Reds,C,78,84,N,N,N,N,709,1386,297,21,169,583.0,1188.0,116.0,52.0,66.0,40.0,774,4.27,2,8,42,1502,173,550,980,120,169,0.981,0,0.481
2002,AL,CLE,Cleveland Indians,C,74,88,N,N,N,N,739,1349,255,26,192,542.0,1000.0,52.0,37.0,56.0,39.0,837,4.91,9,4,34,1508,142,603,1058,113,161,0.981,0,0.457
2002,NL,COL,Colorado Rockies,W,73,89,N,N,N,N,778,1508,283,41,152,497.0,1043.0,103.0,53.0,56.0,50.0,898,5.2,1,8,43,1554,225,582,920,112,158,0.982,0,0.451
2002,AL,DET,Detroit Tigers,C,55,106,N,N,N,N,575,1340,265,37,124,363.0,1035.0,65.0,44.0,64.0,57.0,864,4.92,11,7,33,1593,163,463,794,142,148,0.977,0,0.342
2002,NL,FLA,Florida Marlins,E,79,83,N,N,N,N,699,1433,280,32,146,595.0,1130.0,177.0,73.0,61.0,49.0,763,4.36,11,12,36,1449,151,631,1104,106,163,0.983,0,0.488
2002,NL,HOU,Houston Astros,C,84,78,N,N,N,N,749,1441,291,32,167,589.0,1120.0,71.0,27.0,59.0,37.0,695,4.0,2,11,43,1423,151,546,1219,83,149,0.986,0,0.519
2002,AL,KCR,Kansas City Royals,C,62,100,N,N,N,N,737,1415,285,42,140,524.0,921.0,140.0,65.0,52.0,51.0,891,5.21,12,6,30,1587,212,572,909,130,153,0.979,0,0.383
2002,NL,LAD,Los Angeles Dodgers,W,92,70,N,N,N,N,713,1464,286,29,155,428.0,940.0,96.0,37.0,53.0,44.0,643,3.69,4,15,56,1311,165,555,1132,90,134,0.985,0,0.568
2002,NL,MIL,Milwaukee Brewers,C,56,106,N,N,N,N,627,1369,269,29,139,500.0,1125.0,94.0,50.0,55.0,34.0,821,4.73,7,4,32,1468,199,666,1026,103,154,0.983,0,0.346
2002,AL,MIN,Minnesota Twins,C,94,67,Y,N,N,N,768,1518,348,36,167,472.0,1089.0,79.0,62.0,56.0,52.0,712,4.12,8,9,47,1454,184,439,1026,74,124,0.987,1,0.584
2002,NL,WSN,Montreal Expos,E,83,79,N,N,N,N,735,1432,300,36,162,575.0,1104.0,118.0,64.0,46.0,42.0,718,3.97,9,3,39,1475,165,508,1088,139,160,0.978,0,0.512
2002,AL,NYY,New York Yankees,E,103,58,Y,N,N,N,897,1540,314,12,223,640.0,1171.0,100.0,38.0,72.0,41.0,697,3.87,9,11,53,1441,144,403,1135,127,117,0.979,1,0.64
2002,NL,NYM,New York Mets,E,75,86,N,N,N,N,690,1409,238,22,160,486.0,1044.0,87.0,42.0,63.0,30.0,703,3.89,9,10,36,1408,163,543,1107,144,138,0.976,0,0.466
2002,AL,OAK,Oakland Athletics,W,103,59,Y,N,N,N,800,1450,279,28,205,609.0,1008.0,46.0,20.0,68.0,36.0,654,3.68,9,19,48,1391,135,474,1021,102,144,0.984,1,0.636
2002,NL,PHI,Philadelphia Phillies,E,80,81,N,N,N,N,710,1428,325,41,165,640.0,1095.0,104.0,43.0,53.0,39.0,724,4.17,5,9,47,1381,153,570,1075,88,156,0.986,0,0.497
2002,NL,PIT,Pittsburgh Pirates,C,72,89,N,N,N,N,641,1300,263,20,142,537.0,1109.0,86.0,49.0,73.0,41.0,730,4.23,2,7,47,1447,163,572,920,115,177,0.982,0,0.447
2002,NL,SDP,San Diego Padres,W,66,96,N,N,N,N,662,1393,243,29,136,547.0,1062.0,71.0,44.0,30.0,41.0,815,4.62,5,10,40,1522,177,582,1108,128,162,0.979,0,0.407
2002,AL,SEA,Seattle Mariners,W,93,69,N,N,N,N,814,1531,285,31,152,629.0,1003.0,137.0,58.0,51.0,72.0,699,4.07,8,12,43,1422,178,441,1063,88,134,0.985,0,0.574
2002,NL,SFG,San Francisco Giants,W,95,66,N,Y,Y,N,783,1465,300,35,198,616.0,961.0,74.0,21.0,65.0,52.0,616,3.54,10,13,43,1349,116,523,992,90,166,0.985,1,0.59
2002,NL,STL,St. Louis Cardinals,C,97,65,Y,N,N,N,787,1475,285,26,175,542.0,927.0,86.0,42.0,67.0,49.0,648,3.7,4,9,42,1355,141,547,1009,103,168,0.983,1,0.599
2002,AL,TBD,Tampa Bay Devil Rays,E,55,106,N,N,N,N,673,1418,297,35,133,456.0,1115.0,102.0,45.0,58.0,36.0,918,5.29,12,3,25,1567,215,620,925,126,168,0.979,0,0.342
2002,AL,TEX,Texas Rangers,W,72,90,N,N,N,N,843,1510,304,27,230,554.0,1055.0,62.0,34.0,62.0,50.0,882,5.15,4,4,33,1528,194,669,1030,99,152,0.984,0,0.444
2002,AL,TOR,Toronto Blue Jays,E,78,84,N,N,N,N,813,1457,305,38,187,522.0,1142.0,71.0,18.0,53.0,57.0,828,4.8,6,6,41,1504,177,590,991,107,159,0.982,0,0.481
2003,AL,ANA,Anaheim Angels,W,77,85,N,N,N,N,736,1473,276,33,150,476.0,838.0,129.0,61.0,56.0,50.0,743,4.28,5,9,39,1444,190,486,980,105,138,0.982,0,0.475
2003,NL,ARI,Arizona Diamondbacks,W,84,78,N,N,N,N,717,1467,303,47,152,531.0,1006.0,76.0,38.0,45.0,52.0,685,3.84,7,11,42,1379,150,526,1291,107,132,0.983,0,0.519
2003,NL,ATL,Atlanta Braves,E,101,61,Y,N,N,N,907,1608,321,31,235,545.0,933.0,68.0,22.0,49.0,49.0,740,4.1,4,7,51,1425,147,555,992,121,166,0.981,1,0.623
2003,AL,BAL,Baltimore Orioles,E,71,91,N,N,N,N,743,1516,277,24,152,431.0,902.0,89.0,36.0,54.0,40.0,820,4.76,9,3,41,1579,198,526,981,105,164,0.983,0,0.438
2003,AL,BOS,Boston Red Sox,E,95,67,N,Y,N,N,961,1667,371,40,238,620.0,943.0,88.0,35.0,53.0,64.0,809,4.48,5,6,36,1503,153,488,1141,113,130,0.982,1,0.586
2003,AL,CHW,Chicago White Sox,C,86,76,N,N,N,N,791,1445,303,19,220,519.0,916.0,77.0,29.0,58.0,41.0,715,4.17,12,4,36,1364,162,518,1056,93,154,0.984,0,0.531
2003,NL,CHC,Chicago Cubs,C,88,74,Y,N,N,N,724,1431,302,24,172,492.0,1158.0,73.0,31.0,50.0,46.0,683,3.83,13,14,36,1304,143,617,1404,106,157,0.983,1,0.543
2003,NL,CIN,Cincinnati Reds,C,69,93,N,N,N,N,694,1349,239,21,182,524.0,1326.0,80.0,34.0,79.0,32.0,886,5.09,4,5,38,1578,209,590,932,141,152,0.977,0,0.426
2003,AL,CLE,Cleveland Indians,C,68,94,N,N,N,N,699,1413,296,26,158,466.0,1062.0,86.0,61.0,62.0,41.0,778,4.21,5,7,34,1477,179,501,943,126,178,0.98,0,0.42
2003,NL,COL,Colorado Rockies,W,74,88,N,N,N,N,853,1472,330,31,198,619.0,1134.0,63.0,37.0,52.0,38.0,892,5.2,3,4,34,1629,200,552,866,116,165,0.981,0,0.457
2003,AL,DET,Detroit Tigers,C,43,119,N,N,N,N,591,1312,201,39,153,443.0,1099.0,98.0,63.0,47.0,49.0,928,5.3,3,5,27,1616,195,557,764,138,194,0.978,0,0.265
2003,NL,FLA,Florida Marlins,E,91,71,N,Y,Y,Y,751,1459,292,44,157,515.0,978.0,150.0,74.0,57.0,41.0,692,4.04,7,11,36,1415,128,530,1132,78,162,0.987,1,0.562
2003,NL,HOU,Houston Astros,C,87,75,N,N,N,N,805,1466,308,30,191,557.0,1021.0,66.0,30.0,81.0,38.0,677,3.86,1,5,50,1350,161,565,1139,95,149,0.985,0,0.537
2003,AL,KCR,Kansas City Royals,C,83,79,N,N,N,N,836,1526,288,39,162,476.0,926.0,120.0,42.0,75.0,57.0,867,5.05,7,10,36,1569,190,566,865,108,143,0.982,0,0.512
2003,NL,LAD,Los Angeles Dodgers,W,85,77,N,N,N,N,574,1328,260,25,124,407.0,985.0,80.0,36.0,72.0,28.0,556,3.16,3,17,58,1254,127,526,1289,119,164,0.981,0,0.525
2003,NL,MIL,Milwaukee Brewers,C,68,94,N,N,N,N,714,1423,266,24,196,547.0,1221.0,99.0,39.0,71.0,40.0,873,5.02,5,3,44,1590,219,575,1034,114,142,0.981,0,0.42
2003,AL,MIN,Minnesota Twins,C,90,72,Y,N,N,N,801,1567,318,45,155,512.0,1027.0,94.0,44.0,63.0,52.0,758,4.41,7,8,45,1526,187,402,997,87,114,0.985,1,0.556
2003,NL,WSN,Montreal Expos,E,83,79,N,N,N,N,711,1404,294,25,144,522.0,990.0,100.0,39.0,45.0,40.0,716,4.01,15,10,42,1467,181,463,1028,102,152,0.983,0,0.512
2003,AL,NYY,New York Yankees,E,101,61,Y,N,Y,N,877,1518,304,14,230,684.0,1042.0,98.0,33.0,81.0,35.0,716,4.02,8,12,49,1512,145,375,1119,114,126,0.981,1,0.623
2003,NL,NYM,New York Mets,E,66,95,N,N,N,N,642,1317,262,24,124,489.0,1035.0,70.0,31.0,54.0,45.0,754,4.48,3,10,38,1497,168,576,907,118,158,0.98,0,0.41
2003,AL,OAK,Oakland Athletics,W,96,66,Y,N,N,N,768,1398,317,24,176,556.0,898.0,48.0,14.0,59.0,53.0,643,3.63,16,14,48,1336,140,499,1018,107,145,0.983,1,0.593
2003,NL,PHI,Philadelphia Phillies,E,86,76,N,N,N,N,791,1448,325,27,166,651.0,1155.0,72.0,29.0,55.0,38.0,697,4.04,9,13,33,1386,142,536,1060,97,146,0.984,0,0.531
2003,NL,PIT,Pittsburgh Pirates,C,75,87,N,N,N,N,753,1492,275,45,163,529.0,1049.0,86.0,37.0,87.0,38.0,801,4.64,7,10,44,1527,178,502,926,123,159,0.98,0,0.463
2003,NL,SDP,San Diego Padres,W,64,98,N,N,N,N,678,1442,257,32,128,565.0,1073.0,76.0,39.0,57.0,42.0,831,4.87,2,10,31,1458,208,611,1091,102,141,0.983,0,0.395
2003,AL,SEA,Seattle Mariners,W,93,69,N,N,N,N,795,1509,290,33,139,586.0,989.0,108.0,37.0,53.0,46.0,637,3.76,8,15,38,1340,173,466,1001,65,159,0.989,0,0.574
